DirectorNumber,Fullname,Role,Appointedon,ResignationDate,Companynumber,Companyname,StartDate_y,EndDate_y,DirectorNumber_y,Role_y,isDirector_x,isDirector_y,isActive_x,isActive_y,overlap,weight,Day_x,Day_y
08652601,SOWERBY PETER REDMORE,RESIGNED DIRECTOR,1991-02-18,2008-04-03,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,3381,1690.5,6254,5148
08652601,SOWERBY PETER REDMORE,RESIGNED DIRECTOR,1991-02-18,2008-04-03,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2012-07-02,f3935eb0,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,6254,1551
08652601,SOWERBY PETER REDMORE,RESIGNED DIRECTOR,1991-02-18,2008-04-03,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2002-02-01,2012-07-02,fa5452d1,RESIGNED DIRECTOR,1,1,0.5,0.5,2254,1127.0,6254,3804
08652601,SOWERBY PETER REDMORE,RESIGNED DIRECTOR,1991-02-18,2008-04-03,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-01-10,805a6c35,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,6254,1743
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-07-25,2019-12-31,8916792d,RESIGNED DIRECTOR,1,1,1,0.5,890,890,1554,889
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,1,0.5,1,1,1383,1383,1554,1382
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,1,0.5,173,173,1554,413
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2019-08-30,2021-08-02,04fdd9bf,CURRENT DIRECTOR,1,1,1,1,704,704,1554,703
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-03-10,2017-07-07,c46772a2,RESIGNED DIRECTOR,1,1,1,0.5,68,68,1554,119
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,1,1,1555,1555,1554,3696
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,1,1,1555,1555,1554,3227
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2015-06-01,2019-08-30,de5019ce,RESIGNED DIRECTOR,1,1,1,0.5,852,852,1554,1551
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,4704728,RX SYSTEMS LIMITED,2017-07-25,2019-12-31,8916792d,RESIGNED DIRECTOR,1,1,1,0.5,890,890,1554,889
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,4704728,RX SYSTEMS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,1,0.5,1,1,1383,1383,1554,1382
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,4704728,RX SYSTEMS LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,1,0.5,173,173,1554,413
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,4704728,RX SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,1,1,1555,1555,1554,3227
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,4704728,RX SYSTEMS LIMITED,2004-03-01,2018-10-31,1ac6128b,RESIGNED DIRECTOR,1,1,1,0.5,549,549,1554,5357
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,10004395,PATIENT PLATFORM LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,1,0.5,1,1,1383,1383,1554,1382
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,10004395,PATIENT PLATFORM LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,1,0.5,173,173,1554,413
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,10004395,PATIENT PLATFORM LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,1,1,1555,1555,1554,3227
603c9008,THORBURN ANDREW JOHN,CURRENT DIRECTOR,2017-05-01,2021-08-02,10004395,PATIENT PLATFORM LIMITED,2017-01-01,2021-08-02,0ce7fe83,CURRENT DIRECTOR,1,1,1,1,1555,1555,1554,1674
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,1,0.5,0.5,0.5,1552,776.0,3804,1768
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-04,9576b4e0,RESIGNED SECRETARY,1,0.5,0.5,0.5,2255,1127.5,3804,6255
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2011-06-20,9576b4e0,RESIGNED DIRECTOR,1,1,0.5,0.5,3427,1713.5,3804,7427
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-04-10,2008-04-03,4cadfaa8,RESIGNED DIRECTOR,1,1,0.5,0.5,2254,1127.0,3804,6203
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-03-01,2014-03-31,2e24a159,RESIGNED DIRECTOR,1,1,0.5,0.5,124,62.0,3804,760
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,379,189.5,3804,3696
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,3805,1902.5,3804,5148
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2012-07-02,f3935eb0,RESIGNED DIRECTOR,1,1,0.5,0.5,1552,776.0,3804,1551
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-03,08652601,RESIGNED DIRECTOR,1,1,0.5,0.5,2254,1127.0,3804,6254
fa5452d1,WHITWAM ANDREW,RESIGNED DIRECTOR,2002-02-01,2012-07-02,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-01-10,805a6c35,RESIGNED DIRECTOR,1,1,0.5,0.5,1552,776.0,3804,1743
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-07-25,2019-12-31,8916792d,RESIGNED DIRECTOR,1,1,0.5,0.5,767,383.5,1551,889
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-10-20,2021-08-02,cca0a888,CURRENT SECRETARY,1,0.5,0.5,1,680,340.0,1551,1382
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2013-02-04,2016-09-02,5dc96c78,RESIGNED SECRETARY,1,0.5,0.5,0.5,460,230.0,1551,1306
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,1,1,0.5,0.5,700,350.0,1551,1546
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,1,0.5,0.5,0.5,414,207.0,1551,413
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2019-08-30,2021-08-02,04fdd9bf,CURRENT DIRECTOR,1,1,0.5,1,1,0.5,1551,703
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-03-10,2017-07-07,c46772a2,RESIGNED DIRECTOR,1,1,0.5,0.5,120,60.0,1551,119
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2015-06-01,2017-03-10,f43f7fc4,RESIGNED DIRECTOR,1,1,0.5,0.5,649,324.5,1551,648
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,1552,776.0,1551,3696
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,1552,776.0,1551,3227
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2015-06-01,2019-08-30,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2017-05-01,2021-08-02,603c9008,CURRENT DIRECTOR,1,1,0.5,1,852,426.0,1551,1554
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2017-07-04,2019-12-31,7294359,HEALTHCARE GATEWAY LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,911,455.5,910,3696
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2017-07-04,2019-12-31,7294359,HEALTHCARE GATEWAY LIMITED,2019-12-31,2021-08-02,99325acf,CURRENT DIRECTOR,1,1,0.5,1,1,0.5,910,580
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2017-07-04,2019-12-31,7294359,HEALTHCARE GATEWAY LIMITED,2018-01-22,2021-08-02,f68cc0e8,CURRENT DIRECTOR,1,1,0.5,1,709,354.5,910,1288
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2017-07-04,2019-12-31,7294359,HEALTHCARE GATEWAY LIMITED,2018-08-31,2019-12-31,286b07dc,RESIGNED DIRECTOR,1,1,0.5,0.5,488,244.0,910,487
de5019ce,WILCOCK STEPHEN JOHN,RESIGNED DIRECTOR,2017-07-04,2019-12-31,7294359,HEALTHCARE GATEWAY LIMITED,2016-04-20,2018-08-31,ce6c8f20,RESIGNED DIRECTOR,1,1,0.5,0.5,424,212.0,910,863
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,1,0.5,0.5,0.5,1744,872.0,1743,1768
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-04,9576b4e0,RESIGNED SECRETARY,1,0.5,0.5,0.5,2,1.0,1743,6255
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2011-06-20,9576b4e0,RESIGNED DIRECTOR,1,1,0.5,0.5,1174,587.0,1743,7427
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-04-10,2008-04-03,4cadfaa8,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,1743,6203
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-03-01,2014-03-31,2e24a159,RESIGNED DIRECTOR,1,1,0.5,0.5,316,158.0,1743,760
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,571,285.5,1743,3696
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,1744,872.0,1743,5148
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2008-04-03,2012-07-02,f3935eb0,RESIGNED DIRECTOR,1,1,0.5,0.5,1552,776.0,1743,1551
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,102,51.0,1743,3227
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,1991-02-18,2008-04-03,08652601,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,1743,6254
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2008-04-03,2013-01-10,2117205,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,2002-02-01,2012-07-02,fa5452d1,RESIGNED DIRECTOR,1,1,0.5,0.5,1552,776.0,1743,3804
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-08-19,2013-01-10,4704728,RX SYSTEMS LIMITED,2008-04-03,2013-02-04,8d75de8e,RESIGNED SECRETARY,1,0.5,0.5,0.5,876,438.0,875,1768
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-08-19,2013-01-10,4704728,RX SYSTEMS LIMITED,2012-07-11,2015-07-01,4140019e,RESIGNED DIRECTOR,1,1,0.5,0.5,184,92.0,875,1085
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-08-19,2013-01-10,4704728,RX SYSTEMS LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,876,438.0,875,5148
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-08-19,2013-01-10,4704728,RX SYSTEMS LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,1,1,0.5,1,102,51.0,875,3227
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-08-19,2013-01-10,4704728,RX SYSTEMS LIMITED,2004-03-01,2018-10-31,1ac6128b,RESIGNED DIRECTOR,1,1,0.5,0.5,876,438.0,875,5357
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-06-24,2013-01-10,7294359,HEALTHCARE GATEWAY LIMITED,2012-03-01,2014-03-31,2e24a159,RESIGNED DIRECTOR,1,1,0.5,0.5,316,158.0,931,760
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-06-24,2013-01-10,7294359,HEALTHCARE GATEWAY LIMITED,2011-06-20,2021-08-02,4140019e,CURRENT DIRECTOR,1,1,0.5,1,571,285.5,931,3696
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-06-24,2013-01-10,7294359,HEALTHCARE GATEWAY LIMITED,1999-01-01,2013-02-04,7499a347,RESIGNED DIRECTOR,1,1,0.5,0.5,932,466.0,931,5148
805a6c35,WOODROW PHILLIP ANDREW,RESIGNED DIRECTOR,2010-06-24,2013-01-10,7294359,HEALTHCARE GATEWAY LIMITED,2013-01-10,2014-09-18,622d491b,RESIGNED DIRECTOR,1,1,0.5,0.5,1,0.5,931,616
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED SECRETARY,2000-12-20,2009-12-03,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2002-02-18,2017-12-22,bd5545b6,RESIGNED DIRECTOR,0.5,1,0.5,0.5,2846,1423.0,3270,5786
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED SECRETARY,2000-12-20,2009-12-03,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-11-03,2000-12-20,2ef69ef3,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,3270,778
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED SECRETARY,2000-12-20,2009-12-03,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-11-03,2000-12-20,2ef69ef3,RESIGNED DIRECTOR,0.5,1,0.5,0.5,1,0.5,3270,778
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED SECRETARY,2000-12-20,2009-12-03,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-07-01,2002-01-04,3d57ff4e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,381,190.5,3270,1283
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED SECRETARY,2000-12-20,2009-12-03,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2001-01-02,2002-06-17,c03cd089,RESIGNED DIRECTOR,0.5,1,0.5,0.5,532,266.0,3270,531
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED DIRECTOR,2002-02-18,2017-12-22,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2012-09-21,2015-07-02,f71ee123,RESIGNED DIRECTOR,1,1,0.5,0.5,1015,507.5,5786,1014
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED DIRECTOR,2002-02-18,2017-12-22,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2017-11-29,2021-08-02,735c2a47,CURRENT DIRECTOR,1,1,0.5,1,24,12.0,5786,1342
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED DIRECTOR,2002-02-18,2017-12-22,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2000-12-20,2009-12-03,bd5545b6,RESIGNED SECRETARY,1,0.5,0.5,0.5,2846,1423.0,5786,3270
bd5545b6,ASPBURY ROBERT ALLEN,RESIGNED DIRECTOR,2002-02-18,2017-12-22,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2001-01-02,2002-06-17,c03cd089,RESIGNED DIRECTOR,1,1,0.5,0.5,120,60.0,5786,531
2ef69ef3,BUXTON MARK CHRISTOPHER,RESIGNED SECRETARY,1998-11-03,2000-12-20,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2000-12-20,2009-12-03,bd5545b6,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,778,3270
2ef69ef3,BUXTON MARK CHRISTOPHER,RESIGNED SECRETARY,1998-11-03,2000-12-20,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-11-03,2000-12-20,2ef69ef3,RESIGNED DIRECTOR,0.5,1,0.5,0.5,779,389.5,778,778
2ef69ef3,BUXTON MARK CHRISTOPHER,RESIGNED SECRETARY,1998-11-03,2000-12-20,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-07-01,2002-01-04,3d57ff4e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,779,389.5,778,1283
2ef69ef3,BUXTON MARK CHRISTOPHER,RESIGNED DIRECTOR,1998-11-03,2000-12-20,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2000-12-20,2009-12-03,bd5545b6,RESIGNED SECRETARY,1,0.5,0.5,0.5,1,0.5,778,3270
2ef69ef3,BUXTON MARK CHRISTOPHER,RESIGNED DIRECTOR,1998-11-03,2000-12-20,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-11-03,2000-12-20,2ef69ef3,RESIGNED SECRETARY,1,0.5,0.5,0.5,779,389.5,778,778
2ef69ef3,BUXTON MARK CHRISTOPHER,RESIGNED DIRECTOR,1998-11-03,2000-12-20,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-07-01,2002-01-04,3d57ff4e,RESIGNED DIRECTOR,1,1,0.5,0.5,779,389.5,778,1283
3d57ff4e,LYON STEPHEN JOHN,RESIGNED DIRECTOR,1998-07-01,2002-01-04,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2000-12-20,2009-12-03,bd5545b6,RESIGNED SECRETARY,1,0.5,0.5,0.5,381,190.5,1283,3270
3d57ff4e,LYON STEPHEN JOHN,RESIGNED DIRECTOR,1998-07-01,2002-01-04,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-11-03,2000-12-20,2ef69ef3,RESIGNED SECRETARY,1,0.5,0.5,0.5,779,389.5,1283,778
3d57ff4e,LYON STEPHEN JOHN,RESIGNED DIRECTOR,1998-07-01,2002-01-04,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-11-03,2000-12-20,2ef69ef3,RESIGNED DIRECTOR,1,1,0.5,0.5,779,389.5,1283,778
3d57ff4e,LYON STEPHEN JOHN,RESIGNED DIRECTOR,1998-07-01,2002-01-04,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2001-01-02,2002-06-17,c03cd089,RESIGNED DIRECTOR,1,1,0.5,0.5,368,184.0,1283,531
c03cd089,OLIVER STUART DEAN,RESIGNED DIRECTOR,2001-01-02,2002-06-17,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2000-12-20,2009-12-03,bd5545b6,RESIGNED SECRETARY,1,0.5,0.5,0.5,532,266.0,531,3270
c03cd089,OLIVER STUART DEAN,RESIGNED DIRECTOR,2001-01-02,2002-06-17,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,2002-02-18,2017-12-22,bd5545b6,RESIGNED DIRECTOR,1,1,0.5,0.5,120,60.0,531,5786
c03cd089,OLIVER STUART DEAN,RESIGNED DIRECTOR,2001-01-02,2002-06-17,2655166,COVANCE CLINICAL RESEARCH UNIT LIMITED,1998-07-01,2002-01-04,3d57ff4e,RESIGNED DIRECTOR,1,1,0.5,0.5,368,184.0,531,1283
903e6d79,FARBRIDGE CAROLINE,RESIGNED SECRETARY,2016-02-15,2016-09-02,10004395,PATIENT PLATFORM LIMITED,2013-02-04,2017-04-30,8d75de8e,RESIGNED DIRECTOR,0.5,1,0.5,0.5,201,100.5,200,1546
903e6d79,FARBRIDGE CAROLINE,RESIGNED SECRETARY,2016-02-15,2016-09-02,10004395,PATIENT PLATFORM LIMITED,2016-09-02,2017-10-20,aeb0cb08,RESIGNED SECRETARY,0.5,0.5,0.5,0.5,1,0.5,200,413
903e6d79,FARBRIDGE CAROLINE,RESIGNED SECRETARY,2016-02-15,2016-09-02,10004395,PATIENT PLATFORM LIMITED,2012-10-01,2021-08-02,622d491b,CURRENT DIRECTOR,0.5,1,0.5,1,201,100.5,200,3227
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2005-10-13,2016-07-29,8375a4c5,RESIGNED SECRETARY,0.5,0.5,1,0.5,1,1,1830,3942
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2018-10-24,2021-08-02,bd13cd1d,CURRENT DIRECTOR,0.5,1,1,1,1014,1014,1830,1013
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2018-03-22,2021-08-02,498af672,CURRENT DIRECTOR,0.5,1,1,1,1230,1230,1830,1229
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2014-11-18,2021-08-02,20f901a7,CURRENT DIRECTOR,0.5,1,1,1,1831,1831,1830,2449
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2016-10-19,2018-03-22,a0edba86,RESIGNED DIRECTOR,0.5,1,1,0.5,520,520,1830,519
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2016-10-19,2018-03-22,929a4c20,RESIGNED DIRECTOR,0.5,1,1,0.5,520,520,1830,519
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2018-03-22,2021-08-02,43c9461a,CURRENT DIRECTOR,0.5,1,1,1,1230,1230,1830,1229
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2016-10-19,2021-08-02,6e862b2f,CURRENT DIRECTOR,0.5,1,1,1,1749,1749,1830,1748
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2018-10-24,2021-08-02,6bcaf074,CURRENT DIRECTOR,0.5,1,1,1,1014,1014,1830,1013
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2015-10-08,2021-08-02,76bdcefd,CURRENT DIRECTOR,0.5,1,1,1,1831,1831,1830,2125
9f1a989b,SHAW SUSAN,CURRENT SECRETARY,2016-07-29,2021-08-02,3866683,SKILLS FOR CARE LTD,2016-12-14,2021-08-02,f3c14e8a,CURRENT DIRECTOR,0.5,1,1,1,1693,1693,1830,1692
